대여일자,대여건수,성별,연령대코드,신규가입자수
2018-01-01,,F,~~19,7
2018-01-01,,M,~~19,9
2018-01-01,,F,20~29,58
2018-01-01,,M,20~29,81
2018-01-01,,F,30~39,32
2018-01-01,,M,30~39,46
2018-01-01,,F,40~49,19
2018-01-01,,M,40~49,26
2018-01-01,,F,50~59,9
2018-01-01,,M,50~59,8
2018-01-01,,F,60~69,3
2018-01-01,,M,60~69,4
2018-01-01,4950,,,
2018-01-02,,F,~~19,6
2018-01-02,,M,~~19,6
2018-01-02,,F,20~29,39
2018-01-02,,M,20~29,74
2018-01-02,,F,30~39,15
2018-01-02,,M,30~39,37
2018-01-02,,F,40~49,12
2018-01-02,,M,40~49,32
2018-01-02,,F,50~59,6
2018-01-02,,M,50~59,13
2018-01-02,,M,60~69,5
2018-01-02,,F,70~~,1
2018-01-02,7136,,,
2018-01-03,,F,~~19,2
2018-01-03,,M,~~19,3
2018-01-03,,F,20~29,34
2018-01-03,,M,20~29,35
2018-01-03,,F,30~39,20
2018-01-03,,M,30~39,24
2018-01-03,,F,40~49,17
2018-01-03,,M,40~49,40
2018-01-03,,F,50~59,8
2018-01-03,,M,50~59,18
2018-01-03,,M,60~69,3
2018-01-03,,M,70~~,1
2018-01-03,7156,,,
2018-01-04,,F,~~19,3
2018-01-04,,M,~~19,5
2018-01-04,,F,20~29,32
2018-01-04,,M,20~29,41
2018-01-04,,F,30~39,14
2018-01-04,,M,30~39,19
2018-01-04,,F,40~49,5
2018-01-04,,M,40~49,28
2018-01-04,,F,50~59,5
2018-01-04,,M,50~59,12
2018-01-04,,F,60~69,1
2018-01-04,,M,60~69,4
2018-01-04,7102,,,
2018-01-05,,F,~~19,11
2018-01-05,,M,~~19,3
2018-01-05,,F,20~29,35
2018-01-05,,M,20~29,43
2018-01-05,,F,30~39,23
2018-01-05,,M,30~39,22
2018-01-05,,F,40~49,12
2018-01-05,,M,40~49,16
2018-01-05,,F,50~59,3
2018-01-05,,M,50~59,8
2018-01-05,,F,60~69,1
2018-01-05,,M,60~69,6
2018-01-05,7705,,,
2018-01-06,,F,~~19,5
2018-01-06,,M,~~19,7
2018-01-06,,F,20~29,34
2018-01-06,,M,20~29,43
2018-01-06,,F,30~39,22
2018-01-06,,M,30~39,36
2018-01-06,,F,40~49,9
2018-01-06,,M,40~49,15
2018-01-06,,F,50~59,3
2018-01-06,,M,50~59,9
2018-01-06,,F,60~69,2
2018-01-06,,M,60~69,5
2018-01-06,,F,70~~,1
2018-01-06,,M,70~~,1
2018-01-06,5681,,,
2018-01-07,,F,~~19,4
2018-01-07,,M,~~19,6
2018-01-07,,F,20~29,72
2018-01-07,,M,20~29,69
2018-01-07,,F,30~39,16
2018-01-07,,M,30~39,33
2018-01-07,,F,40~49,11
2018-01-07,,M,40~49,16
2018-01-07,,F,50~59,6
2018-01-07,,M,50~59,14
2018-01-07,,F,60~69,1
2018-01-07,,M,60~69,3
2018-01-07,,F,70~~,1
2018-01-07,,M,70~~,1
2018-01-07,5220,,,
2018-01-08,,F,~~19,3
2018-01-08,,M,~~19,6
2018-01-08,,F,20~29,32
2018-01-08,,M,20~29,41
2018-01-08,,F,30~39,21
2018-01-08,,M,30~39,32
2018-01-08,,F,40~49,10
2018-01-08,,M,40~49,21
2018-01-08,,F,50~59,2
2018-01-08,,M,50~59,10
2018-01-08,,F,60~69,1
2018-01-08,,M,60~69,5
2018-01-08,,F,70~~,2
2018-01-08,6309,,,
2018-01-09,,F,~~19,3
2018-01-09,,M,~~19,6
2018-01-09,,F,20~29,35
2018-01-09,,M,20~29,40
2018-01-09,,F,30~39,14
2018-01-09,,M,30~39,13
2018-01-09,,F,40~49,3
2018-01-09,,M,40~49,15
2018-01-09,,F,50~59,6
2018-01-09,,M,50~59,10
2018-01-09,,M,60~69,2
2018-01-09,5988,,,
2018-01-10,,M,~~19,3
2018-01-10,,F,20~29,24
2018-01-10,,M,20~29,21
2018-01-10,,F,30~39,3
2018-01-10,,M,30~39,16
2018-01-10,,F,40~49,5
2018-01-10,,M,40~49,14
2018-01-10,,F,50~59,2
2018-01-10,,M,50~59,3
2018-01-10,,M,60~69,1
2018-01-10,,M,70~~,1
2018-01-10,4476,,,
2018-01-11,,F,~~19,1
2018-01-11,,F,20~29,13
2018-01-11,,M,20~29,28
2018-01-11,,F,30~39,6
2018-01-11,,M,30~39,8
2018-01-11,,F,40~49,2
2018-01-11,,M,40~49,9
2018-01-11,,F,50~59,1
2018-01-11,,M,50~59,4
2018-01-11,,F,60~69,1
2018-01-11,,M,60~69,1
2018-01-11,,M,70~~,2
2018-01-11,4337,,,
2018-01-12,,F,20~29,14
2018-01-12,,M,20~29,20
2018-01-12,,F,30~39,3
2018-01-12,,M,30~39,10
2018-01-12,,F,40~49,3
2018-01-12,,M,40~49,17
2018-01-12,,F,50~59,2
2018-01-12,,M,50~59,6
2018-01-12,,F,60~69,1
2018-01-12,,M,60~69,3
2018-01-12,4401,,,
2018-01-13,,F,~~19,2
2018-01-13,,M,~~19,6
2018-01-13,,F,20~29,20
2018-01-13,,M,20~29,18
2018-01-13,,F,30~39,7
2018-01-13,,M,30~39,16
2018-01-13,,F,40~49,4
2018-01-13,,M,40~49,7
2018-01-13,,F,50~59,5
2018-01-13,,M,50~59,2
2018-01-13,,M,60~69,2
2018-01-13,3756,,,
2018-01-14,,F,~~19,6
2018-01-14,,M,~~19,4
2018-01-14,,F,20~29,51
2018-01-14,,M,20~29,66
2018-01-14,,F,30~39,29
2018-01-14,,M,30~39,34
2018-01-14,,F,40~49,11
2018-01-14,,M,40~49,13
2018-01-14,,F,50~59,7
2018-01-14,,M,50~59,10
2018-01-14,,F,60~69,1
2018-01-14,,M,60~69,2
2018-01-14,,F,70~~,1
2018-01-14,4675,,,
2018-01-15,,F,~~19,6
2018-01-15,,M,~~19,4
2018-01-15,,F,20~29,49
2018-01-15,,M,20~29,61
2018-01-15,,F,30~39,8
2018-01-15,,M,30~39,26
2018-01-15,,F,40~49,7
2018-01-15,,M,40~49,16
2018-01-15,,F,50~59,2
2018-01-15,,M,50~59,14
2018-01-15,,M,60~69,1
2018-01-15,,F,70~~,1
2018-01-15,6993,,,
2018-01-16,,F,~~19,3
2018-01-16,,M,~~19,11
2018-01-16,,F,20~29,47
2018-01-16,,M,20~29,40
2018-01-16,,F,30~39,19
2018-01-16,,M,30~39,38
2018-01-16,,F,40~49,5
2018-01-16,,M,40~49,19
2018-01-16,,F,50~59,9
2018-01-16,,M,50~59,9
2018-01-16,,F,60~69,1
2018-01-16,,M,60~69,1
2018-01-16,7421,,,
2018-01-17,,F,~~19,6
2018-01-17,,M,~~19,6
2018-01-17,,F,20~29,53
2018-01-17,,M,20~29,59
2018-01-17,,F,30~39,10
2018-01-17,,M,30~39,25
2018-01-17,,F,40~49,7
2018-01-17,,M,40~49,26
2018-01-17,,F,50~59,3
2018-01-17,,M,50~59,7
2018-01-17,,M,60~69,2
2018-01-17,,M,70~~,1
2018-01-17,6990,,,
2018-01-18,,F,~~19,4
2018-01-18,,M,~~19,5
2018-01-18,,F,20~29,37
2018-01-18,,M,20~29,51
2018-01-18,,F,30~39,8
2018-01-18,,M,30~39,21
2018-01-18,,F,40~49,11
2018-01-18,,M,40~49,22
2018-01-18,,F,50~59,7
2018-01-18,,M,50~59,10
2018-01-18,,M,60~69,2
2018-01-18,,M,70~~,1
2018-01-18,7054,,,
2018-01-19,,F,~~19,7
2018-01-19,,M,~~19,1
2018-01-19,,F,20~29,45
2018-01-19,,M,20~29,60
2018-01-19,,F,30~39,14
2018-01-19,,M,30~39,23
2018-01-19,,F,40~49,13
2018-01-19,,M,40~49,24
2018-01-19,,F,50~59,3
2018-01-19,,M,50~59,6
2018-01-19,,F,60~69,1
2018-01-19,,M,60~69,4
2018-01-19,8329,,,
2018-01-20,,F,~~19,5
2018-01-20,,M,~~19,4
2018-01-20,,F,20~29,62
2018-01-20,,M,20~29,65
2018-01-20,,F,30~39,25
2018-01-20,,M,30~39,31
2018-01-20,,F,40~49,16
2018-01-20,,M,40~49,19
2018-01-20,,F,50~59,6
2018-01-20,,M,50~59,11
2018-01-20,,F,60~69,4
2018-01-20,,M,60~69,5
2018-01-20,6148,,,
2018-01-21,,F,~~19,9
2018-01-21,,M,~~19,3
2018-01-21,,F,20~29,52
2018-01-21,,M,20~29,70
2018-01-21,,F,30~39,26
2018-01-21,,M,30~39,37
2018-01-21,,F,40~49,22
2018-01-21,,M,40~49,24
2018-01-21,,F,50~59,6
2018-01-21,,M,50~59,12
2018-01-21,,F,60~69,2
2018-01-21,,M,60~69,2
2018-01-21,,M,70~~,1
2018-01-21,5574,,,
2018-01-22,,F,~~19,3
2018-01-22,,M,~~19,1
2018-01-22,,F,20~29,33
2018-01-22,,M,20~29,28
2018-01-22,,F,30~39,19
2018-01-22,,M,30~39,24
2018-01-22,,F,40~49,7
2018-01-22,,M,40~49,16
2018-01-22,,F,50~59,4
2018-01-22,,M,50~59,8
2018-01-22,,M,60~69,3
2018-01-22,4929,,,
2018-01-23,,M,~~19,2
2018-01-23,,F,20~29,13
2018-01-23,,M,20~29,21
2018-01-23,,F,30~39,4
2018-01-23,,M,30~39,14
2018-01-23,,F,40~49,1
2018-01-23,,M,40~49,8
2018-01-23,,F,50~59,2
2018-01-23,,M,50~59,2
2018-01-23,,F,60~69,1
2018-01-23,,M,60~69,1
2018-01-23,4263,,,
2018-01-24,,F,20~29,14
2018-01-24,,M,20~29,17
2018-01-24,,F,30~39,7
2018-01-24,,M,30~39,11
2018-01-24,,F,40~49,1
2018-01-24,,M,40~49,7
2018-01-24,,F,50~59,2
2018-01-24,,M,50~59,3
2018-01-24,,M,60~69,2
2018-01-24,3370,,,
2018-01-25,,F,~~19,1
2018-01-25,,M,~~19,1
2018-01-25,,F,20~29,14
2018-01-25,,M,20~29,12
2018-01-25,,F,30~39,2
2018-01-25,,M,30~39,9
2018-01-25,,F,40~49,3
2018-01-25,,M,40~49,7
2018-01-25,,F,50~59,2
2018-01-25,,M,50~59,2
2018-01-25,,M,60~69,2
2018-01-25,,M,70~~,1
2018-01-25,3307,,,
2018-01-26,,F,~~19,1
2018-01-26,,M,~~19,1
2018-01-26,,F,20~29,7
2018-01-26,,M,20~29,12
2018-01-26,,F,30~39,2
2018-01-26,,M,30~39,7
2018-01-26,,F,40~49,1
2018-01-26,,M,40~49,6
2018-01-26,,F,50~59,1
2018-01-26,,M,50~59,3
2018-01-26,,F,60~69,1
2018-01-26,3116,,,
2018-01-27,,F,~~19,1
2018-01-27,,M,~~19,2
2018-01-27,,F,20~29,20
2018-01-27,,M,20~29,19
2018-01-27,,F,30~39,10
2018-01-27,,M,30~39,14
2018-01-27,,F,40~49,4
2018-01-27,,M,40~49,17
2018-01-27,,F,50~59,3
2018-01-27,,M,50~59,3
2018-01-27,,F,60~69,1
2018-01-27,,M,60~69,4
2018-01-27,,M,70~~,1
2018-01-27,2833,,,
2018-01-28,,F,~~19,3
2018-01-28,,M,~~19,4
2018-01-28,,F,20~29,26
2018-01-28,,M,20~29,28
2018-01-28,,F,30~39,8
2018-01-28,,M,30~39,25
2018-01-28,,F,40~49,4
2018-01-28,,M,40~49,9
2018-01-28,,F,50~59,4
2018-01-28,,M,50~59,5
2018-01-28,,M,60~69,3
2018-01-28,,F,70~~,1
2018-01-28,3028,,,
2018-01-29,,F,~~19,1
2018-01-29,,M,~~19,1
2018-01-29,,F,20~29,15
2018-01-29,,M,20~29,23
2018-01-29,,F,30~39,7
2018-01-29,,M,30~39,13
2018-01-29,,F,40~49,5
2018-01-29,,M,40~49,8
2018-01-29,,F,50~59,5
2018-01-29,,M,50~59,6
2018-01-29,,F,60~69,1
2018-01-29,,M,60~69,1
2018-01-29,4425,,,
2018-01-30,,M,~~19,2
2018-01-30,,F,20~29,19
2018-01-30,,M,20~29,18
2018-01-30,,F,30~39,4
2018-01-30,,M,30~39,13
2018-01-30,,F,40~49,4
2018-01-30,,M,40~49,15
2018-01-30,,F,50~59,2
2018-01-30,,M,50~59,1
2018-01-30,,M,60~69,1
2018-01-30,3591,,,
2018-01-31,,F,~~19,2
2018-01-31,,M,~~19,3
2018-01-31,,F,20~29,23
2018-01-31,,M,20~29,22
2018-01-31,,F,30~39,6
2018-01-31,,M,30~39,19
2018-01-31,,F,40~49,5
2018-01-31,,M,40~49,16
2018-01-31,,F,50~59,1
2018-01-31,,M,50~59,1
2018-01-31,,F,60~69,1
2018-01-31,,M,60~69,4
2018-01-31,4104,,,
2018-02-01,,F,~~19,1
2018-02-01,,M,~~19,1
2018-02-01,,F,20~29,27
2018-02-01,,M,20~29,25
2018-02-01,,F,30~39,13
2018-02-01,,M,30~39,10
2018-02-01,,F,40~49,4
2018-02-01,,M,40~49,14
2018-02-01,,F,50~59,2
2018-02-01,,M,50~59,5
2018-02-01,,F,60~69,1
2018-02-01,,F,70~~,1
2018-02-01,5821,,,
2018-02-02,,F,~~19,4
2018-02-02,,M,~~19,4
2018-02-02,,F,20~29,33
2018-02-02,,M,20~29,39
2018-02-02,,F,30~39,10
2018-02-02,,M,30~39,19
2018-02-02,,F,40~49,6
2018-02-02,,M,40~49,15
2018-02-02,,F,50~59,3
2018-02-02,,M,50~59,10
2018-02-02,6557,,,
2018-02-03,,F,~~19,5
2018-02-03,,M,~~19,3
2018-02-03,,F,20~29,24
2018-02-03,,M,20~29,36
2018-02-03,,F,30~39,9
2018-02-03,,M,30~39,21
2018-02-03,,F,40~49,2
2018-02-03,,M,40~49,8
2018-02-03,,M,50~59,7
2018-02-03,,M,60~69,1
2018-02-03,,F,70~~,1
2018-02-03,,M,70~~,1
2018-02-03,3499,,,
2018-02-04,,F,~~19,4
2018-02-04,,M,~~19,1
2018-02-04,,F,20~29,23
2018-02-04,,M,20~29,14
2018-02-04,,F,30~39,11
2018-02-04,,M,30~39,17
2018-02-04,,F,40~49,7
2018-02-04,,M,40~49,12
2018-02-04,,F,50~59,5
2018-02-04,,M,50~59,7
2018-02-04,,M,60~69,4
2018-02-04,2642,,,
2018-02-05,,F,20~29,21
2018-02-05,,M,20~29,22
2018-02-05,,F,30~39,5
2018-02-05,,M,30~39,20
2018-02-05,,F,40~49,3
2018-02-05,,M,40~49,12
2018-02-05,,F,50~59,3
2018-02-05,,M,50~59,2
2018-02-05,,M,60~69,1
2018-02-05,4213,,,
2018-02-06,,M,~~19,3
2018-02-06,,F,20~29,17
2018-02-06,,M,20~29,12
2018-02-06,,F,30~39,4
2018-02-06,,M,30~39,10
2018-02-06,,F,40~49,3
2018-02-06,,M,40~49,10
2018-02-06,,F,50~59,2
2018-02-06,,M,50~59,4
2018-02-06,,M,60~69,1
2018-02-06,,M,70~~,1
2018-02-06,4257,,,
2018-02-07,,M,~~19,2
2018-02-07,,F,20~29,22
2018-02-07,,M,20~29,27
2018-02-07,,F,30~39,9
2018-02-07,,M,30~39,12
2018-02-07,,F,40~49,4
2018-02-07,,M,40~49,8
2018-02-07,,M,50~59,5
2018-02-07,,M,60~69,3
2018-02-07,5028,,,
2018-02-08,,F,~~19,4
2018-02-08,,M,~~19,3
2018-02-08,,F,20~29,37
2018-02-08,,M,20~29,38
2018-02-08,,F,30~39,18
2018-02-08,,M,30~39,22
2018-02-08,,F,40~49,2
2018-02-08,,M,40~49,8
2018-02-08,,F,50~59,4
2018-02-08,,M,50~59,9
2018-02-08,,F,60~69,1
2018-02-08,,M,60~69,2
2018-02-08,,F,70~~,1
2018-02-08,,M,70~~,1
2018-02-08,6114,,,
2018-02-09,,F,~~19,4
2018-02-09,,M,~~19,1
2018-02-09,,F,20~29,39
2018-02-09,,M,20~29,34
2018-02-09,,F,30~39,13
2018-02-09,,M,30~39,24
2018-02-09,,F,40~49,4
2018-02-09,,M,40~49,15
2018-02-09,,F,50~59,5
2018-02-09,,M,50~59,4
2018-02-09,,M,60~69,2
2018-02-09,,M,70~~,2
2018-02-09,6905,,,
2018-02-10,,F,~~19,7
2018-02-10,,M,~~19,5
2018-02-10,,F,20~29,29
2018-02-10,,M,20~29,47
2018-02-10,,F,30~39,15
2018-02-10,,M,30~39,28
2018-02-10,,F,40~49,7
2018-02-10,,M,40~49,15
2018-02-10,,F,50~59,5
2018-02-10,,M,50~59,11
2018-02-10,4829,,,
2018-02-11,,M,~~19,4
2018-02-11,,F,20~29,30
2018-02-11,,M,20~29,14
2018-02-11,,F,30~39,12
2018-02-11,,M,30~39,20
2018-02-11,,F,40~49,6
2018-02-11,,M,40~49,9
2018-02-11,,F,50~59,3
2018-02-11,,M,50~59,9
2018-02-11,,F,60~69,2
2018-02-11,,M,60~69,2
2018-02-11,3047,,,
2018-02-12,,F,~~19,9
2018-02-12,,M,~~19,2
2018-02-12,,F,20~29,21
2018-02-12,,M,20~29,30
2018-02-12,,F,30~39,12
2018-02-12,,M,30~39,16
2018-02-12,,F,40~49,4
2018-02-12,,M,40~49,10
2018-02-12,,F,50~59,1
2018-02-12,,M,50~59,3
2018-02-12,,F,70~~,1
2018-02-12,5231,,,
2018-02-13,,F,~~19,5
2018-02-13,,M,~~19,8
2018-02-13,,F,20~29,42
2018-02-13,,M,20~29,45
2018-02-13,,F,30~39,14
2018-02-13,,M,30~39,15
2018-02-13,,F,40~49,6
2018-02-13,,M,40~49,14
2018-02-13,,F,50~59,5
2018-02-13,,M,50~59,6
2018-02-13,,F,60~69,1
2018-02-13,,M,60~69,2
2018-02-13,,M,70~~,2
2018-02-13,6863,,,
2018-02-14,,F,~~19,8
2018-02-14,,M,~~19,3
2018-02-14,,F,20~29,64
2018-02-14,,M,20~29,63
2018-02-14,,F,30~39,23
2018-02-14,,M,30~39,29
2018-02-14,,F,40~49,12
2018-02-14,,M,40~49,16
2018-02-14,,F,50~59,4
2018-02-14,,M,50~59,12
2018-02-14,,M,60~69,2
2018-02-14,,F,70~~,1
2018-02-14,7477,,,
2018-02-15,,F,~~19,11
2018-02-15,,M,~~19,18
2018-02-15,,F,20~29,48
2018-02-15,,M,20~29,48
2018-02-15,,F,30~39,15
2018-02-15,,M,30~39,23
2018-02-15,,F,40~49,9
2018-02-15,,M,40~49,23
2018-02-15,,F,50~59,6
2018-02-15,,M,50~59,7
2018-02-15,,F,60~69,1
2018-02-15,,M,60~69,4
2018-02-15,3935,,,
2018-02-16,,F,~~19,8
2018-02-16,,M,~~19,8
2018-02-16,,F,20~29,66
2018-02-16,,M,20~29,50
2018-02-16,,F,30~39,24
2018-02-16,,M,30~39,26
2018-02-16,,F,40~49,24
2018-02-16,,M,40~49,30
2018-02-16,,F,50~59,5
2018-02-16,,M,50~59,8
2018-02-16,,F,60~69,2
2018-02-16,,M,60~69,2
2018-02-16,,F,70~~,1
2018-02-16,3047,,,
2018-02-17,,F,~~19,10
2018-02-17,,M,~~19,2
2018-02-17,,F,20~29,69
2018-02-17,,M,20~29,56
2018-02-17,,F,30~39,28
2018-02-17,,M,30~39,35
2018-02-17,,F,40~49,21
2018-02-17,,M,40~49,25
2018-02-17,,F,50~59,11
2018-02-17,,M,50~59,14
2018-02-17,,F,60~69,4
2018-02-17,,M,60~69,3
2018-02-17,,F,70~~,2
2018-02-17,,M,70~~,1
2018-02-17,3494,,,
2018-02-18,,F,~~19,10
2018-02-18,,M,~~19,10
2018-02-18,,F,20~29,104
2018-02-18,,M,20~29,68
2018-02-18,,F,30~39,39
2018-02-18,,M,30~39,53
2018-02-18,,F,40~49,18
2018-02-18,,M,40~49,29
2018-02-18,,F,50~59,11
2018-02-18,,M,50~59,12
2018-02-18,,F,60~69,5
2018-02-18,,M,60~69,5
2018-02-18,,F,70~~,1
2018-02-18,,M,70~~,1
2018-02-18,5191,,,
2018-02-19,,F,~~19,11
2018-02-19,,M,~~19,7
2018-02-19,,F,20~29,103
2018-02-19,,M,20~29,99
2018-02-19,,F,30~39,23
2018-02-19,,M,30~39,62
2018-02-19,,F,40~49,18
2018-02-19,,M,40~49,27
2018-02-19,,F,50~59,6
2018-02-19,,M,50~59,10
2018-02-19,,F,60~69,1
2018-02-19,,M,60~69,10
2018-02-19,,F,70~~,2
2018-02-19,,M,70~~,2
2018-02-19,8563,,,
2018-02-20,,F,~~19,9
2018-02-20,,M,~~19,6
2018-02-20,,F,20~29,84
2018-02-20,,M,20~29,79
2018-02-20,,F,30~39,39
2018-02-20,,M,30~39,50
2018-02-20,,F,40~49,13
2018-02-20,,M,40~49,27
2018-02-20,,F,50~59,14
2018-02-20,,M,50~59,10
2018-02-20,,F,60~69,4
2018-02-20,,M,60~69,5
2018-02-20,8899,,,
2018-02-21,,F,~~19,7
2018-02-21,,M,~~19,5
2018-02-21,,F,20~29,78
2018-02-21,,M,20~29,67
2018-02-21,,F,30~39,25
2018-02-21,,M,30~39,25
2018-02-21,,F,40~49,17
2018-02-21,,M,40~49,29
2018-02-21,,F,50~59,8
2018-02-21,,M,50~59,9
2018-02-21,,F,60~69,2
2018-02-21,,M,60~69,6
2018-02-21,,F,70~~,2
2018-02-21,8342,,,
2018-02-22,,F,~~19,8
2018-02-22,,M,~~19,5
2018-02-22,,F,20~29,66
2018-02-22,,M,20~29,63
2018-02-22,,F,30~39,17
2018-02-22,,M,30~39,21
2018-02-22,,F,40~49,13
2018-02-22,,M,40~49,20
2018-02-22,,F,50~59,5
2018-02-22,,M,50~59,15
2018-02-22,,F,60~69,2
2018-02-22,,M,60~69,2
2018-02-22,,F,70~~,1
2018-02-22,,M,70~~,1
2018-02-22,8580,,,
2018-02-23,,F,~~19,5
2018-02-23,,M,~~19,2
2018-02-23,,F,20~29,59
2018-02-23,,M,20~29,62
2018-02-23,,F,30~39,21
2018-02-23,,M,30~39,29
2018-02-23,,F,40~49,7
2018-02-23,,M,40~49,16
2018-02-23,,F,50~59,9
2018-02-23,,M,50~59,13
2018-02-23,,F,60~69,2
2018-02-23,,F,70~~,1
2018-02-23,6408,,,
2018-02-24,,F,~~19,11
2018-02-24,,M,~~19,9
2018-02-24,,F,20~29,109
2018-02-24,,M,20~29,100
2018-02-24,,F,30~39,43
2018-02-24,,M,30~39,41
2018-02-24,,F,40~49,19
2018-02-24,,M,40~49,29
2018-02-24,,F,50~59,9
2018-02-24,,M,50~59,18
2018-02-24,,F,60~69,2
2018-02-24,,M,60~69,3
2018-02-24,7198,,,
2018-02-25,,F,~~19,8
2018-02-25,,M,~~19,15
2018-02-25,,F,20~29,158
2018-02-25,,M,20~29,140
2018-02-25,,F,30~39,38
2018-02-25,,M,30~39,83
2018-02-25,,F,40~49,30
2018-02-25,,M,40~49,60
2018-02-25,,F,50~59,14
2018-02-25,,M,50~59,14
2018-02-25,,F,60~69,1
2018-02-25,,M,60~69,2
2018-02-25,7595,,,
2018-02-26,,F,~~19,27
2018-02-26,,M,~~19,11
2018-02-26,,F,20~29,149
2018-02-26,,M,20~29,138
2018-02-26,,F,30~39,48
2018-02-26,,M,30~39,69
2018-02-26,,F,40~49,28
2018-02-26,,M,40~49,37
2018-02-26,,F,50~59,9
2018-02-26,,M,50~59,12
2018-02-26,,F,60~69,2
2018-02-26,,M,60~69,6
2018-02-26,,M,70~~,2
2018-02-26,10712,,,
2018-02-27,,F,~~19,10
2018-02-27,,M,~~19,10
2018-02-27,,F,20~29,84
2018-02-27,,M,20~29,94
2018-02-27,,F,30~39,36
2018-02-27,,M,30~39,51
2018-02-27,,F,40~49,16
2018-02-27,,M,40~49,35
2018-02-27,,F,50~59,6
2018-02-27,,M,50~59,18
2018-02-27,,F,60~69,5
2018-02-27,,M,60~69,3
2018-02-27,,M,70~~,1
2018-02-27,10064,,,
2018-02-28,,F,~~19,8
2018-02-28,,M,~~19,6
2018-02-28,,F,20~29,49
2018-02-28,,M,20~29,46
2018-02-28,,F,30~39,16
2018-02-28,,M,30~39,23
2018-02-28,,F,40~49,9
2018-02-28,,M,40~49,28
2018-02-28,,F,50~59,10
2018-02-28,,M,50~59,13
2018-02-28,,F,60~69,2
2018-02-28,,M,60~69,3
2018-02-28,4230,,,
2018-03-01,,F,~~19,11
2018-03-01,,M,~~19,7
2018-03-01,,F,20~29,109
2018-03-01,,M,20~29,100
2018-03-01,,F,30~39,41
2018-03-01,,M,30~39,61
2018-03-01,,F,40~49,20
2018-03-01,,M,40~49,40
2018-03-01,,F,50~59,12
2018-03-01,,M,50~59,12
2018-03-01,,F,60~69,1
2018-03-01,,M,60~69,4
2018-03-01,,F,70~~,1
2018-03-01,,M,70~~,1
2018-03-01,5761,,,
2018-03-02,,F,~~19,4
2018-03-02,,M,~~19,9
2018-03-02,,F,20~29,110
2018-03-02,,M,20~29,112
2018-03-02,,F,30~39,52
2018-03-02,,M,30~39,49
2018-03-02,,F,40~49,17
2018-03-02,,M,40~49,35
2018-03-02,,F,50~59,11
2018-03-02,,M,50~59,18
2018-03-02,,F,60~69,2
2018-03-02,,M,60~69,2
2018-03-02,,M,70~~,1
2018-03-02,9388,,,
2018-03-03,,F,~~19,54
2018-03-03,,M,~~19,24
2018-03-03,,F,20~29,538
2018-03-03,,M,20~29,430
2018-03-03,,F,30~39,149
2018-03-03,,M,30~39,190
2018-03-03,,F,40~49,81
2018-03-03,,M,40~49,110
2018-03-03,,F,50~59,27
2018-03-03,,M,50~59,29
2018-03-03,,F,60~69,5
2018-03-03,,M,60~69,6
2018-03-03,,F,70~~,5
2018-03-03,,M,70~~,1
2018-03-03,16029,,,
2018-03-04,,F,~~19,20
2018-03-04,,M,~~19,16
2018-03-04,,F,20~29,185
2018-03-04,,M,20~29,112
2018-03-04,,F,30~39,63
2018-03-04,,M,30~39,97
2018-03-04,,F,40~49,59
2018-03-04,,M,40~49,127
2018-03-04,,F,50~59,29
2018-03-04,,M,50~59,79
2018-03-04,,F,60~69,8
2018-03-04,,M,60~69,19
2018-03-04,,F,70~~,2
2018-03-04,,M,70~~,2
2018-03-04,5373,,,
2018-03-05,,F,~~19,12
2018-03-05,,M,~~19,8
2018-03-05,,F,20~29,248
2018-03-05,,M,20~29,169
2018-03-05,,F,30~39,75
2018-03-05,,M,30~39,68
2018-03-05,,F,40~49,36
2018-03-05,,M,40~49,40
2018-03-05,,F,50~59,10
2018-03-05,,M,50~59,25
2018-03-05,,F,60~69,5
2018-03-05,,M,60~69,9
2018-03-05,,F,70~~,1
2018-03-05,9943,,,
2018-03-06,,F,~~19,14
2018-03-06,,M,~~19,8
2018-03-06,,F,20~29,262
2018-03-06,,M,20~29,162
2018-03-06,,F,30~39,69
2018-03-06,,M,30~39,85
2018-03-06,,F,40~49,25
2018-03-06,,M,40~49,66
2018-03-06,,F,50~59,16
2018-03-06,,M,50~59,31
2018-03-06,,F,60~69,2
2018-03-06,,M,60~69,5
2018-03-06,,F,70~~,1
2018-03-06,,M,70~~,3
2018-03-06,14028,,,
2018-03-07,,F,~~19,9
2018-03-07,,M,~~19,5
2018-03-07,,F,20~29,159
2018-03-07,,M,20~29,122
2018-03-07,,F,30~39,64
2018-03-07,,M,30~39,72
2018-03-07,,F,40~49,41
2018-03-07,,M,40~49,51
2018-03-07,,F,50~59,20
2018-03-07,,M,50~59,26
2018-03-07,,M,60~69,7
2018-03-07,12925,,,
2018-03-08,,F,~~19,7
2018-03-08,,M,~~19,11
2018-03-08,,F,20~29,136
2018-03-08,,M,20~29,96
2018-03-08,,F,30~39,54
2018-03-08,,M,30~39,81
2018-03-08,,F,40~49,29
2018-03-08,,M,40~49,42
2018-03-08,,F,50~59,6
2018-03-08,,M,50~59,28
2018-03-08,,F,60~69,1
2018-03-08,,M,60~69,1
2018-03-08,,F,70~~,1
2018-03-08,8812,,,
2018-03-09,,F,~~19,11
2018-03-09,,M,~~19,6
2018-03-09,,F,20~29,164
2018-03-09,,M,20~29,144
2018-03-09,,F,30~39,66
2018-03-09,,M,30~39,68
2018-03-09,,F,40~49,28
2018-03-09,,M,40~49,59
